,author_name,tag
1224,Katie94,"['Small_Dog', 'Accident']"
1225,KatieGirly,"['Hereditary_Disease', 'Gear', 'Catahoula', 'Behavior_Play_Outside']"
1226,KatieNelson,"['Other_Pets', 'Shih_Tzu']"
1227,KatieToth,"['Breed_Color', 'Collar', 'Shih_Tzu', 'Others', 'Gear', 'Mouth_Clean', 'Food_Brand', 'Nutrition', 'Meet_Memory']"
1228,KatieandCody,"['Bulls', 'Hereditary_Disease', 'Dog_Challenge', 'Others']"
1229,Katielou,"['Others', 'Dog_Film', 'Digestive_System', 'Mixes_Cross', 'Accident']"
1230,Katkoota,"['Dog_Family', 'Hair_Combing', 'Toy_Poodle', 'Meet_Memory', 'Color', 'Accident']"
1231,KattenyaJenn,"['Mouth', 'Shih_Tzu', 'Others', 'Other_Pets', 'Fierce_Dog', 'Emotion']"
1232,Katy,['Mixes_Cross']
1233,Katydid,['Small_Dog']
1234,KayWilson,"['Dog_Family', 'Collar', 'Others', 'Train_Care', 'Training', 'Toy_Poodle', 'Mouth_Clean', 'Hereditary_Disease', 'Food_Brand', 'Meet_Memory']"
1235,Kaylee,['Toy_Poodle']
1236,Kaymay815,"['Collar', 'Others', 'Toy_Poodle', 'Hereditary_Disease', 'Meet_Memory']"
1237,KazP,"['Toy_Poodle', 'Others']"
1238,Kazahleenah,"['Others', 'Fierce_Dog', 'Toy_Poodle', 'Grooming_Tools', 'Behavior_Play_Outside']"
1239,Keatonwyatt,['Mixes_Cross']
1240,KeepCalmAndWalkTheDog,"['Mouth', 'Other_Pets', 'Cancer_Tumor', 'Gear', 'Condolences', 'Toy_Poodle', 'Dog_Giving']"
1241,Kees,"['Outside_Dog', 'Condolences']"
1242,KelticWolf,"['Allergy_Food', 'Dog_Challenge', 'Others', 'Condolences', 'Dog_Giving', 'Bulls', 'Bedding', 'Accident']"
1243,Kemo Baby,"['Cancer_Tumor', 'Small_Dog', 'Skin_Clean_Allergy']"
1244,Kenij,['Shih_Tzu']
1245,Kennie,"['Mouth', 'Fierce_Dog', 'Flying_Disc', 'Outside_Dog']"
1246,Kentishcrone,"['Breed_Color', 'Allergy_Food', 'Collar', 'Others', 'Toy_Poodle', 'Hereditary_Disease']"
1247,KentuckyEMT,"['Parasite_Infection', 'Collar', 'Shih_Tzu', 'Dog_Giving', 'Meet_Memory', 'Color']"
1248,Kerplunk105,"['Others', 'Digestive_System', 'Other_Pets', 'Gear', 'Toy_Poodle']"
1249,KerriAnn,"['Shih_Tzu', 'Others', 'Skin_Clean_Allergy', 'Train_Care', 'Dog_Pray', 'Food_Brand', 'Emotion', 'Nutrition', 'Meet_Memory']"
1250,Kerry818,['Shih_Tzu']
1251,Kess,"['Others', 'Shih_Tzu']"
1252,Kethry,['Outside_Dog']
1253,KevinandSam,"['Collar', 'Shih_Tzu', 'Cancer_Tumor', 'Fierce_Dog', 'Behavior_Play_Outside', 'Food_Brand']"
1254,Kevinh219,"['Collar', 'Shih_Tzu', 'Others', 'Dog_Giving', 'Dog_Tracking', 'Hereditary_Disease', 'Grooming_Tools', 'Food_Brand', 'Meet_Memory', 'Color', 'Accident']"
1255,Kevinj87,['Shih_Tzu']
1256,Khota000,['Shih_Tzu']
1257,Kiara1125,"['Dog_Challenge', 'Shih_Tzu', 'Others', 'Gear', 'Hair_Combing', 'Dog_Giving', 'Hereditary_Disease', 'Behavior_Play_Outside', 'Food_Brand', 'Accident']"
1258,Kichewolfe,"['Others', 'Shih_Tzu']"
1259,Kicks,"['Other_Pets', 'Bulls']"
1260,Kika,['Mixes_Cross']
1261,Kimber,"['Outside_Dog', 'Train_Care', 'Food_Brand', 'Discussion_Question', 'Nutrition']"
1262,Kimberlass,['Catahoula']
1263,Kimberly 08,['Outside_Dog']
1264,Kimmer33,['Toy_Poodle']
1265,Kimmikins,"['Allergy_Food', 'Collar', 'Others', 'Other_Pets', 'Dog_Giving', 'Toy_Poodle']"
1266,KingRoscoe,['Shih_Tzu']
1267,Kinley728,"['Small_Dog', 'Others']"
1268,Kippy,"['Collar', 'Hereditary_Disease', 'Outside_Dog', 'Dog_Giving']"
1269,Kira Rottie,['Outside_Dog']
1270,KiraOllie,"['Breed_Color', 'Mouth', 'Reinforcement_Train_Tip', 'Shih_Tzu', 'Skin_Clean_Allergy', 'Fierce_Dog']"
1271,Kirobaito,"['Hereditary_Disease', 'Others']"
1272,Kirragirl,['Others']
1273,Kirsche,"['Catahoula', 'Others', 'Fierce_Dog', 'Condolences', 'Discussion_Question', 'Bedding']"
1274,Kismet,"['Toy_Poodle', 'Meet_Memory', 'Others']"
1275,Kitch3ntools,"['Catahoula', 'Collar', 'Others', 'Other_Pets', 'Hereditary_Disease', 'Food_Brand', 'Color']"
1276,Kittel073,['Outside_Dog']
1277,Kiwi1125,"['Toy_Poodle', 'Gear']"
1278,Kjanereed,['Small_Dog']
1279,Klb16,"['Catahoula', 'Others']"
1280,Kleby,['Catahoula']
1281,Klickersnipps,"['Excretory_System', 'Shih_Tzu']"
1282,Klipsan,['Outside_Dog']
1283,Kms,['Shih_Tzu']
1284,Kniverix,"['Hereditary_Disease', 'Others']"
1285,KobeCurry,"['Shih_Tzu', 'Dog_Film', 'Other_Pets', 'Train_Care', 'Hereditary_Disease']"
1286,KodaKeet,"['Mouth', 'Allergy_Food', 'Collar', 'Others', 'Dog_Giving', 'Toy_Poodle', 'Hereditary_Disease', 'Grooming_Tools', 'Author_Interest', 'Accident']"
1287,KodiBarracuda,"['Mouth', 'Dog_Family', 'Collar', 'Cancer_Tumor', 'Toy_Poodle', 'Behavior_Play_Outside', 'Excretory_System']"
1288,Kodiacbear,['Mixes_Cross']
1289,Kodiakbar,"['Small_Dog', 'Excretory_System']"
1290,Kodidi,['Shih_Tzu']
1291,Kody Peralta,['Mixes_Cross']
1292,Kokolop,['Shih_Tzu']
1293,Komnas,['Outside_Dog']
1294,KonaKoffee,"['Mouth', 'Catahoula', 'Others', 'Skin_Clean_Allergy', 'Fierce_Dog', 'Meet_Memory']"
1295,Konalou,['Mixes_Cross']
1296,KovaBear,"['Others', 'Shih_Tzu', 'Train_Care', 'Food_Brand', 'Meet_Memory']"
1297,Krash7,"['Small_Dog', 'Others']"
1298,Krazy Kritterz,"['Other_Pets', 'Rare_Guide', 'Shih_Tzu']"
1299,KreenAkrore,['Outside_Dog']
1300,Kreme,['Shih_Tzu']
1301,Krista,['Breed_Color']
1302,Kristal,"['Others', 'Clothes', 'Mixes_Cross', 'Author_Interest', 'Accident']"
1303,Kristinaadnanes,['Small_Dog']
1304,Kvuille,"['Breed_Color', 'Meet_Memory', 'Train_Care', 'Dog_Family']"
1305,Kwenami,"['Dog_Family', 'Dog_Challenge', 'Collar', 'Train_Care', 'Dog_Giving', 'Toy_Poodle', 'Mouth_Clean', 'Hereditary_Disease', 'Training', 'Food_Brand', 'Author_Interest']"
1306,Kyle0614,['Shih_Tzu']
1307,Kyllobernese,"['Breed_Color', 'Allergy_Food', 'Collar', 'Shih_Tzu', 'Others', 'Hair_Combing', 'Dog_Tracking', 'Hereditary_Disease', 'Behavior_Play_Outside']"
1308,Kyra,"['Others', 'Outside_Dog', 'Training']"
1309,Kytkattin,"['Small_Dog', 'Parasite_Infection', 'Collar', 'Digestive_System', 'Others', 'Skin_Clean_Allergy', 'Dog_Giving']"
1310,L3opardd,['Outside_Dog']
1311,LD Jackson,['Shih_Tzu']
1312,LDMomm,"['Collar', 'Others', 'Shih_Tzu', 'Dog_Giving', 'Grooming_Tools', 'Food_Brand', 'Color']"
1313,LaSallesMom,"['Others', 'Dog_Film', 'Other_Pets', 'Condolences', 'Dog_Giving', 'Hereditary_Disease', 'Grooming_Tools', 'Food_Brand', 'Mixes_Cross']"
1314,LabSmitten,"['Breed_Color', 'Mouth', 'Allergy_Food', 'Dog_Racing', 'Dog_Family', 'Collar', 'Others', 'Dog_Giving', 'Toy_Poodle', 'Hereditary_Disease']"
1315,Labawhata,['Toy_Poodle']
1316,LabbyFace14,"['Toy_Poodle', 'Dog_Daily_Life']"
1317,Labrador Mom in SA,"['Mixes_Cross', 'Gear', 'Accident']"
1318,Labradors83,['Others']
1319,Laby,"['Toy_Poodle', 'Author_Interest', 'Food_Brand']"
1320,Ladipyg,"['Others', 'Fierce_Dog', 'Toy_Poodle', 'Grooming_Tools', 'Behavior_Play_Outside', 'Food_Brand', 'Nutrition', 'Dog_Daily_Life']"
1321,Lady Carmin,['Shih_Tzu']
1322,LadyBoo,"['Breed_Color', 'Parasite_Infection', 'Others', 'Gear', 'Dog_Giving', 'Grooming_Tools', 'Food_Brand', 'Author_Interest']"
1323,LadyEmblems,['Catahoula']
1324,LadyShar,"['Others', 'Skin_Clean_Allergy', 'Discussion_Question', 'Mixes_Cross', 'Nutrition']"
1325,LagBox,['Shih_Tzu']
1326,Lanilessard,"['Small_Dog', 'Others', 'Skin_Clean_Allergy', 'Dog_Film']"
1327,Larkspur,"['Dog_Family', 'Collar', 'Others', 'Training', 'Grooming_Tools', 'Food_Ingredient', 'Author_Interest', 'Accident']"
1328,LasKing,['Small_Dog']
1329,Laslas19,['Toy_Poodle']
1330,Lassie0811,"['Toy_Poodle', 'Parasite_Infection', 'Others', 'Accident']"
1331,LauraB,['Toy_Poodle']
1332,LauraMeredithLMT,['Shih_Tzu']
1333,Lauranpuppy,"['Train_Care', 'Shih_Tzu', 'Others']"
1334,Laurelin,"['Dog_Family', 'Dog_Challenge', 'Others', 'Other_Pets', 'Dog_Pray', 'Toy_Poodle', 'Grooming_Tools', 'Food_Brand', 'Accident']"
1335,Lauren5159,"['Dog_Family', 'Train_Care', 'Toy_Poodle', 'Hereditary_Disease', 'Food_Brand', 'Meet_Memory']"
1336,LaurenE,"['Other_Pets', 'Bulls', 'Accident', 'Food_Brand']"
1337,LaurenL,"['Others', 'Shih_Tzu']"
1338,LaurenT,['Small_Dog']
1339,Laurie,['Shih_Tzu']
1340,LaylaBird,"['Flying_Disc', 'Dog_Family', 'Collar', 'Others', 'Digestive_System', 'Train_Care', 'Condolences', 'Toy_Poodle', 'Training', 'Grooming_Tools', 'Author_Interest']"
1341,Leah,"['Dog_Family', 'Others', 'Clothes', 'Gear', 'Skin_Clean_Allergy', 'Dog_Giving', 'Toy_Poodle', 'Hereditary_Disease', 'Behavior_Play_Outside', 'Food_Brand']"
1342,LeapFrog,['Toy_Poodle']
1343,LeatherLori,"['Mixes_Cross', 'Discussion_Question']"
1344,Lecky,"['Toy_Poodle', 'Breed_Color', 'Dog_Family', 'Accident']"
1345,Lee Timmer,['Shih_Tzu']
1346,Leema,"['Dog_Family', 'Collar', 'Others', 'Shih_Tzu', 'Gear', 'Training', 'Food_Brand']"
1347,Leemew,['Mixes_Cross']
1348,Leeta,['Catahoula']
1349,LeftGarrow,['Others']
1350,LegendaryShips,"['Toy_Poodle', 'Gear', 'Mouth_Clean']"
1351,Legler4,['Toy_Poodle']
1352,LeiaGrace,"['Toy_Poodle', 'Food_Ingredient']"
1353,LeiasMommy,['Small_Dog']
1354,LeilaE,['Shih_Tzu']
1355,Lelune,"['Others', 'Digestive_System', 'Other_Pets', 'Toy_Poodle', 'Hereditary_Disease']"
1356,Lemur,"['Others', 'Clothes', 'Dog_Giving', 'Toy_Poodle', 'Mouth_Clean', 'Food_Brand', 'Meet_Memory', 'Accident']"
1357,Lenoure,['Outside_Dog']
1358,Leo329,['Small_Dog']
1359,Leon101,"['Outside_Dog', 'Others', 'Fierce_Dog', 'Hereditary_Disease', 'Food_Brand']"
1360,Leon945,"['Others', 'Shih_Tzu']"
1361,Leschwa,"['Breed_Color', 'Dog_Family', 'Toy_Poodle', 'Hereditary_Disease', 'Discussion_Question', 'Accident']"
1362,LesleyJ,"['Small_Dog', 'Others', 'Fierce_Dog', 'Dog_Giving', 'Hereditary_Disease', 'Food_Brand', 'Meet_Memory', 'Color']"
1363,Levi,['Catahoula']
1364,Lexgirl55,"['Shih_Tzu', 'Dog_Film', 'Cancer_Tumor', 'Clothes', 'Meet_Memory']"
1365,LexiBarkus,"['Allergy_Food', 'Collar', 'Shih_Tzu', 'Others', 'Hereditary_Disease', 'Meet_Memory', 'Accident']"
1366,LexiLou,"['Dog_Family', 'Others', 'Food_Ingredient', 'Nutrition', 'Bedding']"
1367,Lexie24021993,['Shih_Tzu']
1368,Lexilover,"['Collar', 'Outside_Dog', 'Others', 'Hereditary_Disease', 'Food_Brand', 'Discussion_Question']"
1369,LezBeHonest,"['Others', 'Outside_Dog', 'Skin_Clean_Allergy', 'Training', 'Accident']"
1370,LiamNeeson,['Toy_Poodle']
1371,Libra1986,"['Breed_Color', 'Others']"
1372,Liddingtone,"['Breed_Color', 'Others', 'Outside_Dog', 'Dog_Film']"
1373,Lielu,"['Mouth', 'Others', 'Dog_Film', 'Condolences', 'Toy_Poodle', 'Mouth_Clean', 'Hereditary_Disease', 'Food_Brand', 'Discussion_Question', 'Dog_Daily_Life']"
1374,Liger,['Mixes_Cross']
1375,Ligoleth,"['Collar', 'Shih_Tzu', 'Others', 'Train_Care', 'Mouth_Clean', 'Hereditary_Disease', 'Meet_Memory', 'Dog_Daily_Life']"
1376,LilAussieBeans,"['Shih_Tzu', 'Others', 'Other_Pets', 'Gear', 'Dog_Pray', 'Hereditary_Disease', 'Food_Brand', 'Dog_Daily_Life']"
1377,Lilacpetals,"['Hereditary_Disease', 'Shih_Tzu']"
1378,Lilbrownie408,"['Cancer_Tumor', 'Others', 'Shih_Tzu']"
1379,LiliRay,"['Mouth', 'Flying_Disc', 'Others', 'Dog_Film', 'Dog_Pray', 'Toy_Poodle', 'Mouth_Clean', 'Hereditary_Disease', 'Behavior_Play_Outside', 'Food_Brand', 'Dog_Daily_Life']"
1380,Lilian Canine,"['Parasite_Infection', 'Others']"
1381,LilithStar,['Others']
1382,Lilli1120,"['Hereditary_Disease', 'Catahoula', 'Others']"
1383,Lilliput,"['Dog_Family', 'Gear', 'Dog_Giving', 'Mouth_Clean', 'Bulls', 'Nutrition', 'Food_Ingredient', 'Color']"
1384,Lilly and Rosco,"['Mouth', 'Collar', 'Shih_Tzu', 'Others', 'Condolences', 'Mouth_Clean', 'Hereditary_Disease', 'Food_Brand', 'Welcome_New_Partner', 'Meet_Memory']"
1385,LillyBeagleGirl,"['Small_Dog', 'Others']"
1386,LilosMama,['Catahoula']
1387,LilosMom,"['Other_Animal_Food', 'Shih_Tzu']"
1388,Lily111,['Shih_Tzu']
1389,LilyandPistol,"['Collar', 'Others', 'Bulls', 'Meet_Memory', 'Food_Ingredient', 'Dog_Daily_Life']"
1390,Limbo,['Shih_Tzu']
1391,Liminal,"['Breed_Color', 'Parasite_Infection', 'Dog_Family', 'Others', 'Gear', 'Food_Brand', 'Author_Interest', 'Accident']"
1392,Lin136,"['Food_Brand', 'Shih_Tzu']"
1393,Linda Hazel,"['Dog_Racing', 'Dog_Family', 'Collar', 'Others', 'Condolences', 'Toy_Poodle', 'Training', 'Food_Brand', 'Discussion_Question', 'Bedding', 'Accident']"
1394,LindsayM28,['Shih_Tzu']
1395,Linklance,['Breed_Color']
1396,Linkyloo,['Shih_Tzu']
1397,Lionlove,"['Train_Care', 'Others']"
1398,LionofJudah,"['Dog_Family', 'Gear', 'Food_Brand', 'Mixes_Cross', 'Dog_Daily_Life']"
1399,Lipglossjunky73,"['Outside_Dog', 'Others', 'Other_Pets', 'Skin_Clean_Allergy', 'Food_Brand']"
1400,Lis,"['Others', 'Shih_Tzu']"
1401,LisaRado49,['Shih_Tzu']
1402,Lisabella,"['Other_Pets', 'Mouth', 'Outside_Dog']"
1403,Lissa,"['Reinforcement_Train_Tip', 'Shih_Tzu', 'Dog_Film', 'Others', 'Dog_Pray', 'Hereditary_Disease', 'Meet_Memory', 'Bedding']"
1404,Little runt,"['Collar', 'Outside_Dog', 'Others', 'Skin_Clean_Allergy', 'Food_Brand', 'Meet_Memory', 'Color']"
1405,LittleBoo,"['Rare_Guide', 'Small_Dog', 'Others']"
1406,LittleLucy,"['Food_Brand', 'Others', 'Shih_Tzu', 'Training']"
1407,Liver trans,['Outside_Dog']
1408,LizP,['Toy_Poodle']
1409,LizzleSkizzle,"['Hereditary_Disease', 'Catahoula']"
1410,Llamacorn8,"['Others', 'Train_Care', 'Hereditary_Disease', 'Emotion', 'Mixes_Cross', 'Author_Interest']"
1411,LoftBoy,['Outside_Dog']
1412,Loie,"['Toy_Poodle', 'Cancer_Tumor', 'Others', 'Mouth_Clean']"
1413,Lokikinz,"['Breed_Color', 'Dog_Film', 'Train_Care', 'Behavior_Play_Outside', 'Mixes_Cross']"
1414,LokiofAsgard219,"['Other_Pets', 'Dog_Challenge', 'Accident', 'Others']"
1415,Lokipup,['Shih_Tzu']
1416,Lola the GSD,"['Toy_Poodle', 'Behavior_Play_Outside', 'Others']"
1417,Lonesome Hounds,"['Others', 'Train_Care', 'Toy_Poodle', 'Hereditary_Disease', 'Grooming_Tools', 'Behavior_Play_Outside', 'Food_Brand']"
1418,Lonestar22,"['Toy_Poodle', 'Fierce_Dog']"
1419,Lonewolfblue,"['Mouth', 'Outside_Dog', 'Dog_Film', 'Others', 'Skin_Clean_Allergy', 'Dog_Tracking', 'Food_Brand', 'Bedding']"
1420,Lorib64,"['Mouth', 'Allergy_Food', 'Others', 'Skin_Clean_Allergy', 'Dog_Giving', 'Grooming_Tools', 'Behavior_Play_Outside', 'Accident']"
1421,LouAndMax,"['Reinforcement_Train_Tip', 'Shih_Tzu']"
1422,Louiesmama,"['Small_Dog', 'Fierce_Dog', 'Others', 'Dog_Giving']"
1423,LoukyMama,['Small_Dog']
1424,Love4Artax,"['Behavior_Play_Outside', 'Catahoula']"
1425,Love4BigDogs,['Others']
1426,LoveGus,"['Others', 'Gear', 'Toy_Poodle', 'Hereditary_Disease', 'Food_Brand']"
1427,LoveLola,"['Others', 'Gear', 'Dog_Pray', 'Dog_Giving', 'Mouth_Clean', 'Hereditary_Disease', 'Mixes_Cross', 'Food_Ingredient', 'Color', 'Author_Interest']"
1428,LoveMyFosters,"['Allergy_Food', 'Collar', 'Outside_Dog', 'Dog_Film', 'Others', 'Dog_Giving', 'Hereditary_Disease', 'Behavior_Play_Outside', 'Bedding']"
1429,LoveMyPupster,['Small_Dog']
1430,LoveforDanes,"['Others', 'Rare_Guide', 'Clothes', 'Excretory_System', 'Mixes_Cross', 'Meet_Memory']"
1431,Lovemelovemydogs,"['Toy_Poodle', 'Skin_Clean_Allergy', 'Collar']"
1432,LovesGSDs,['Small_Dog']
1433,LovingMyAmari,"['Small_Dog', 'Collar', 'Others', 'Clothes', 'Hereditary_Disease', 'Food_Brand', 'Dog_Daily_Life']"
1434,Lowenthal,"['Bulls', 'Meet_Memory']"
1435,Luananeko,"['Mouth', 'Others', 'Gear', 'Training', 'Mouth_Clean', 'Behavior_Play_Outside', 'Food_Brand', 'Mixes_Cross']"
1436,LucaDogg,['Shih_Tzu']
1437,Luci,"['Toy_Poodle', 'Mouth']"
1438,LuciesMom,"['Mixes_Cross', 'Collar']"
1439,Lucillle,"['Dog_Racing', 'Dog_Family', 'Others', 'Skin_Clean_Allergy', 'Gear', 'Condolences', 'Training', 'Behavior_Play_Outside', 'Mixes_Cross', 'Food_Ingredient']"
1440,Lucius,"['Collar', 'Meet_Memory', 'Shih_Tzu']"
1441,LuckyDogCollarCo,"['Parasite_Infection', 'Dog_Family', 'Collar', 'Shih_Tzu', 'Clothes', 'Discussion_Question']"
1442,LuckyTheDog,['Mixes_Cross']
1443,LucyAnne,['Outside_Dog']
1444,LukesFamily,"['Mouth', 'Flying_Disc', 'Others', 'Dog_Film', 'Hereditary_Disease', 'Food_Brand', 'Mixes_Cross', 'Dog_Daily_Life']"
1445,LukesMom,"['Mouth', 'Toy_Poodle', 'Hereditary_Disease', 'Food_Brand', 'Emotion', 'Bedding']"
1446,Lukey,['Shih_Tzu']
1447,LumbeeDiva,['Small_Dog']
1448,Luna616,"['Mouth', 'Small_Dog', 'Others', 'Rare_Guide', 'Behavior_Play_Outside', 'Hereditary_Disease', 'Dog_Daily_Life']"
1449,LunaLee,['Toy_Poodle']
1450,Lunarpaws,"['Breed_Color', 'Flying_Disc', 'Others', 'Gear', 'Hereditary_Disease', 'Grooming_Tools', 'Food_Brand', 'Mixes_Cross', 'Accident']"
1451,Lunatic11,"['Small_Dog', 'Hereditary_Disease', 'Others']"
1452,Lupin,"['Parasite_Infection', 'Dog_Family', 'Other_Pets', 'Toy_Poodle', 'Mouth_Clean', 'Food_Brand', 'Accident']"
1453,Lustra,"['Collar', 'Others', 'Toy_Poodle', 'Hereditary_Disease', 'Grooming_Tools', 'Food_Ingredient']"
1454,LutiKriss,['Outside_Dog']
1455,Luv2byte,"['Allergy_Food', 'Collar', 'Others', 'Training', 'Toy_Poodle', 'Dog_Tracking', 'Behavior_Play_Outside', 'Bedding']"
1456,LuvMyFluff,"['Collar', 'Others', 'Hair_Combing', 'Dog_Pray', 'Toy_Poodle', 'Behavior_Play_Outside', 'Food_Brand']"
1457,LuvMyGoldens,"['Meet_Memory', 'Others', 'Shih_Tzu']"
1458,Luvmypupz,"['Allergy_Food', 'Dog_Family', 'Shih_Tzu', 'Skin_Clean_Allergy', 'Emotion']"
1459,LynneMarie,"['Breed_Color', 'Mouth', 'Allergy_Food', 'Collar', 'Others', 'Dog_Giving', 'Grooming_Tools', 'Behavior_Play_Outside', 'Nutrition']"
1460,MA01,['Toy_Poodle']
1461,MAlvrz,['Small_Dog']
1462,MGPD03,['Toy_Poodle']
1463,MHCOX,['Bulls']
1464,MHDDOG2016,"['Parasite_Infection', 'Collar', 'Shih_Tzu', 'Others', 'Condolences', 'Mouth_Clean', 'Behavior_Play_Outside', 'Food_Brand', 'Dog_Daily_Life']"
1465,MKMK,"['Parasite_Infection', 'Shih_Tzu']"
1466,MLE,"['Collar', 'Outside_Dog', 'Others', 'Behavior_Play_Outside', 'Food_Brand', 'Welcome_New_Partner']"
1467,MNM14,"['Allergy_Food', 'Catahoula', 'Others', 'Other_Pets', 'Train_Care', 'Hereditary_Disease']"
1468,MRSbullies,"['Others', 'Dog_Film', 'Skin_Clean_Allergy', 'Mixes_Cross', 'Author_Interest']"
1469,MSheree,['Shih_Tzu']
1470,MY3DOGS,"['Parasite_Infection', 'Shih_Tzu', 'Others', 'Clothes', 'Fierce_Dog', 'Skin_Clean_Allergy', 'Dog_Giving', 'Food_Brand', 'Meet_Memory']"
1471,MacDaddy,['Small_Dog']
1472,Machiavelli,['Outside_Dog']
1473,Macismomma,['Shih_Tzu']
1474,Maddiealicia,"['Toy_Poodle', 'Accident']"
1475,Madilyn,['Mixes_Cross']
1476,Madimarie97,"['Others', 'Welcome_New_Partner']"
1477,Madra,"['Dog_Family', 'Others']"
1478,MagnumsMom,"['Mouth', 'Small_Dog', 'Others', 'Skin_Clean_Allergy', 'Fierce_Dog', 'Author_Interest']"
1479,MagpieMind,['Toy_Poodle']
1480,Maiabean,"['Small_Dog', 'Collar', 'Others', 'Train_Care', 'Mouth_Clean', 'Hereditary_Disease', 'Food_Brand', 'Dog_Daily_Life']"
1481,Maidenhead Girl,"['Small_Dog', 'Others', 'Dog_Film', 'Condolences', 'Behavior_Play_Outside']"
1482,MaineGolden,"['Small_Dog', 'Dog_Family', 'Others', 'Gear', 'Food_Brand']"
1483,MajBach,['Small_Dog']
1484,Major Qartuli Nagazi,['Bulls']
1485,MajorTomsMom0510,['Small_Dog']
1486,MakeShift Heart,"['Dog_Family', 'Others', 'Clothes', 'Fierce_Dog', 'Dog_Giving', 'Hereditary_Disease', 'Grooming_Tools', 'Food_Brand', 'Meet_Memory']"
1487,Malamutt,"['Toy_Poodle', 'Other_Pets', 'Collar']"
1488,Malibroker,"['Bulls', 'Fierce_Dog', 'Dog_Challenge']"
1489,Malorey,"['Others', 'Skin_Clean_Allergy', 'Fierce_Dog', 'Condolences', 'Toy_Poodle', 'Meet_Memory']"
1490,MaloreyAnimal,"['Others', 'Dog_Giving', 'Toy_Poodle', 'Hereditary_Disease', 'Meet_Memory', 'Bedding', 'Accident']"
1491,Maltesa,"['Catahoula', 'Others', 'Other_Pets', 'Fierce_Dog', 'Hereditary_Disease', 'Emotion']"
1492,Maly,"['Others', 'Rare_Guide', 'Dog_Giving', 'Toy_Poodle', 'Food_Brand']"
1493,Mamboli,['Bulls']
1494,Mandafay93,['Small_Dog']
1495,Mandy813,['Small_Dog']
1496,ManolNakov,['Mixes_Cross']
1497,Manos,['Small_Dog']
1498,Manypetslittlehouse,"['Mixes_Cross', 'Parasite_Infection', 'Others']"
1499,Mapps,"['Meet_Memory', 'Color', 'Shih_Tzu']"
1500,Mara,['Others']
1501,MaraX,"['Meet_Memory', 'Shih_Tzu']"
1502,March27,['Shih_Tzu']
1503,Margaret,['Others']
1504,Marianne B,"['Breed_Color', 'Others', 'Dog_Giving', 'Excretory_System', 'Nutrition', 'Accident']"
1505,Mariano,['Outside_Dog']
1506,Marina,['Outside_Dog']
1507,Marina lynn,"['Small_Dog', 'Meet_Memory']"
1508,Mario Rossi,"['Bulls', 'Accident']"
1509,Mark Johnson,"['Breed_Color', 'Gear']"
1510,Mark00,['Outside_Dog']
1511,Markie,"['Others', 'Dog_Tracking', 'Hereditary_Disease', 'Grooming_Tools', 'Food_Brand', 'Meet_Memory', 'Color', 'Accident']"
1512,Marley,['Catahoula']
1513,Marlo10,"['Breed_Color', 'Nutrition', 'Others']"
1514,MarneyIsHere,"['Collar', 'Others', 'Dog_Pray', 'Toy_Poodle', 'Hereditary_Disease', 'Food_Brand']"
1515,Marshmallow,"['Author_Interest', 'Others']"
1516,Mary Ann,"['Bulls', 'Mouth']"
1517,Mary H,['Small_Dog']
1518,MaryinFL,"['Toy_Poodle', 'Others']"
1519,Mat0175a,['Small_Dog']
1520,Matchbox101,['Catahoula']
1521,Matt010,['Catahoula']
1522,MattC,['Shih_Tzu']
1523,MattGraham,['Mixes_Cross']
1524,MattTS,"['Others', 'Clothes', 'Skin_Clean_Allergy', 'Fierce_Dog', 'Toy_Poodle', 'Food_Brand', 'Bedding', 'Author_Interest', 'Dog_Daily_Life']"
1525,Mattdenney07,['Catahoula']
1526,Matthewm11,['Bulls']
1527,Mattl54o,['Shih_Tzu']
1528,Mattt,"['Gear', 'Outside_Dog']"
1529,Mawynn2,['Outside_Dog']
1530,MaxandSapphiresDaddy,"['Mixes_Cross', 'Meet_Memory', 'Dog_Giving']"
1531,Maxnmeka,"['Cancer_Tumor', 'Others', 'Outside_Dog', 'Dog_Giving']"
1532,Maxxie101,"['Others', 'Gear', 'Dog_Giving', 'Toy_Poodle', 'Hereditary_Disease', 'Food_Brand', 'Color']"
1533,Maya Papaya,"['Breed_Color', 'Mouth', 'Allergy_Food', 'Dog_Family', 'Others', 'Dog_Pray', 'Training', 'Hereditary_Disease', 'Behavior_Play_Outside', 'Accident']"
1534,MayaMartina111,"['Other_Pets', 'Small_Dog']"
1535,McCourt,"['Mouth', 'Dog_Challenge', 'Others', 'Dog_Film', 'Condolences', 'Toy_Poodle', 'Mouth_Clean', 'Hereditary_Disease', 'Behavior_Play_Outside', 'Training', 'Food_Brand']"
1536,McIntoshMom,"['Dog_Family', 'Shih_Tzu']"
1537,Mccallum,['Others']
1538,Mccloud89,['Mixes_Cross']
1539,Mcnab,['Toy_Poodle']
1540,MdDVM,"['Flying_Disc', 'Others', 'Other_Pets', 'Clothes', 'Grooming_Tools', 'Excretory_System', 'Accident']"
1541,Me15,"['Hereditary_Disease', 'Fierce_Dog', 'Catahoula', 'Others']"
1542,MeHee3,['Shih_Tzu']
1543,Mea,['Toy_Poodle']
1544,Meadlet,['Toy_Poodle']
1545,Meatmonty,['Shih_Tzu']
1546,Mee,"['Others', 'Catahoula', 'Food_Brand']"
