,author_name,tag
3249,hamid,Breed_Color
3250,hangwoon1008,"Dog_Family,Shih_Tzu,Skin_Clean_Allergy,Parasite_Infection,Others,Food_Brand"
3251,hankmarvinson,Catahoula
3252,happybooker1,"Toy_Poodle,Gear,Breed_Color"
3253,happysaz133,"Other_Pets,Shih_Tzu,Bedding,Food_Brand"
3254,happytramps,"Catahoula,Dog_Film"
3255,harlem3,"Fierce_Dog,Others,Small_Dog,Food_Brand"
3256,harlempipes,"Discussion_Question,Toy_Poodle,Others"
3257,harleyboysmom,"Mixes_Cross,Collar,Hereditary_Disease,Grooming_Tools,Author_Interest,Dog_Giving,Others,Dog_Pray,Food_Brand"
3258,harrison,"Grooming_Tools,Author_Interest,Breed_Color"
3259,harrisonk,Outside_Dog
3260,hatchburrito,Outside_Dog
3261,hatley1717,"Shih_Tzu,Bedding,Hereditary_Disease,Meet_Memory,Food_Brand"
3262,haushy14,"Dog_Family,Toy_Poodle"
3263,hcelizondo,"Dog_Family,Mixes_Cross,Accident,Dog_Giving"
3264,hearts2halo,"Collar,Toy_Poodle,Others"
3265,hedi,"Collar,Shih_Tzu"
3266,hefner,Small_Dog
3267,hehehe,Small_Dog
3268,heidi10,"Behavior_Play_Outside,Mouth,Shih_Tzu,Hair_Combing"
3269,helena,"Shih_Tzu,Collar,Behavior_Play_Outside,Allergy_Food,Hereditary_Disease,Others"
3270,helenaldin,"Train_Care,Clothes,Mouth_Clean,Parasite_Infection,Others,Food_Brand"
3271,henrythefathippo,"Accident,Bulls"
3272,herbietheferbie,Small_Dog
3273,hercules,"Other_Pets,Excretory_System,Hereditary_Disease,Gear,Others,Reinforcement_Train_Tip"
3274,hershey112,"Dog_Family,Shih_Tzu"
3275,herwitz,Catahoula
3276,hettynben,Shih_Tzu
3277,hhensuuu,Shih_Tzu
3278,hiben10,Small_Dog
3279,hilarywhitney,"Others,Shih_Tzu"
3280,hilhames,Toy_Poodle
3281,hilikus127,Outside_Dog
3282,hillbillyin,"Others,Dog_Film,Shih_Tzu,Dog_Giving"
3283,hillbillysgirlfriend,"Cancer_Tumor,Others,Outside_Dog"
3284,hillside,Small_Dog
3285,hkaga,"Shih_Tzu,Collar,Meet_Memory,Nutrition,Food_Brand"
3286,hkvik,"Mixes_Cross,Dog_Family,Collar,Accident,Behavior_Play_Outside,Others,Hair_Combing,Emotion,Dog_Pray,Food_Brand"
3287,hlayden,Mixes_Cross
3288,hmcquirt,Shih_Tzu
3289,hmriggins,Small_Dog
3290,hodn4975,"Others,Food_Ingredient,Mouth,Small_Dog"
3291,holbabie,Toy_Poodle
3292,hollyalexis,"Mouth,Others,Hair_Combing,Breed_Color,Cancer_Tumor"
3293,hollyharvey,"Shih_Tzu,Accident,Allergy_Food,Bedding,Color,Hereditary_Disease,Meet_Memory,Others,Dog_Pray"
3294,howll,Shih_Tzu
3295,hstout,Catahoula
3296,hudson2008,"Collar,Shih_Tzu,Others,Food_Brand"
3297,hueyeats,"Mixes_Cross,Other_Pets,Dog_Family,Mouth,Skin_Clean_Allergy,Collar,Allergy_Food,Hereditary_Disease,Others,Dog_Daily_Life"
3298,hunterpaul,"Dog_Family,Outside_Dog"
3299,huskies,"Other_Pets,Mouth,Accident,Outside_Dog,Fierce_Dog"
3300,huskies4ever,"Catahoula,Welcome_New_Partner"
3301,husky,Outside_Dog
3302,huskylvr09,"Others,Shih_Tzu,Hair_Combing"
3303,huvmeh,Outside_Dog
3304,hvetobedifferent,Shih_Tzu
3305,hyamin,"Rare_Guide,Welcome_New_Partner,Behavior_Play_Outside,Outside_Dog,Hereditary_Disease,Others"
3306,hypers987,"Toy_Poodle,Mouth,Skin_Clean_Allergy,Meet_Memory,Others,Gear,Food_Brand"
3307,iHeartMyDane,Outside_Dog
3308,iamgroot,Outside_Dog
3309,icemaiden,"Dog_Family,Toy_Poodle,Mouth_Clean,Collar,Accident,Behavior_Play_Outside,Dog_Challenge,Training,Others,Dog_Pray,Food_Brand"
3310,icmmendoza,"Mixes_Cross,Skin_Clean_Allergy,Hereditary_Disease,Meet_Memory,Food_Brand"
3311,icookmyfood,Others
3312,idahomarine,Outside_Dog
3313,idealistinfire,"Train_Care,Toy_Poodle,Mouth,Flying_Disc,Hereditary_Disease,Grooming_Tools,Author_Interest,Dog_Giving,Training,Others,Food_Brand"
3314,ihatethinkingofthese,"Collar,Toy_Poodle"
3315,iheartpippi,"Other_Pets,Shih_Tzu"
3316,ihrtmypits,"Mixes_Cross,Accident"
3317,iloveLeviWyatt,"Train_Care,Toy_Poodle,Behavior_Play_Outside,Bedding,Others"
3318,ilovedarby327,"Train_Care,Others,Flying_Disc"
3319,ilovemypup96,Shih_Tzu
3320,ilovewolfhybrid,"Mixes_Cross,Collar"
3321,iluvmybeaglesbark,"Collar,Bedding,Outside_Dog,Gear,Others,Emotion,Nutrition"
3322,iluvmyhuskymutt,"Condolences,Mouth,Collar,Bedding,Meet_Memory,Parasite_Infection,Others,Bulls,Emotion"
3323,ilyasm,Outside_Dog
3324,imalego,"Catahoula,Other_Pets,Accident,Others"
3325,imj0257,Outside_Dog
3326,incahoots,Outside_Dog
3327,indypup,"Mouth,Meet_Memory,Outside_Dog"
3328,inkii,"Dog_Family,Train_Care,Toy_Poodle,Mouth_Clean,Collar,Behavior_Play_Outside,Hereditary_Disease,Others,Emotion,Food_Brand"
3329,inkyserifs,"Toy_Poodle,Dog_Daily_Life"
3330,instyle,"Other_Pets,Toy_Poodle,Collar,Grooming_Tools,Others,Parasite_Infection,Digestive_System,Dog_Giving"
3331,inu,Shih_Tzu
3332,iona123,"Other_Pets,Others,Food_Brand"
3333,ionagriffiths,Small_Dog
3334,ipa444,Small_Dog
3335,ipodeater,"Skin_Clean_Allergy,Others,Meet_Memory,Shih_Tzu"
3336,iridescent,Mixes_Cross
3337,irka,Bulls
3338,irongrl,Small_Dog
3339,ironmike86,"Outside_Dog,Other_Animal_Food,Grooming_Tools,Gear,Fierce_Dog"
3340,isabelterhoven,Small_Dog
3341,isheapitmix,Catahoula
3342,isitajindo,Mixes_Cross
3343,itenodnail,Others
3344,itsfit,"Catahoula,Hereditary_Disease,Collar,Dog_Giving"
3345,itsikhefez,Bulls
3346,jCrisp,"Catahoula,Hereditary_Disease,Others,Food_Brand"
3347,jaborla,Catahoula
3348,jaca,Shih_Tzu
3349,jackrusselllover,"Skin_Clean_Allergy,Collar,Outside_Dog,Others,Dog_Giving"
3350,jacobarrey,Shih_Tzu
3351,jacobonline,Shih_Tzu
3352,jadababy,"Cancer_Tumor,Others,Outside_Dog"
3353,jade1904,Small_Dog
3354,jagger,"Dog_Family,Toy_Poodle,Clothes,Mouth_Clean,Collar,Behavior_Play_Outside,Training,Others,Digestive_System,Nutrition"
3355,jahm2017,Breed_Color
3356,jakecooper,Catahoula
3357,jalter,"Mixes_Cross,Others"
3358,jam75,Others
3359,jamagan,"Mixes_Cross,Others"
3360,james,Breed_Color
3361,jamiemcl001,Others
3362,jan76,Catahoula
3363,janamuma,"Others,Small_Dog"
3364,janchi,"Other_Pets,Small_Dog"
3365,jaunty,"Shih_Tzu,Mouth_Clean,Hereditary_Disease,Others,Fierce_Dog,Food_Brand"
3366,javi,Mixes_Cross
3367,jay93,Outside_Dog
3368,jaycee27,"Mixes_Cross,Train_Care,Hereditary_Disease,Others,Author_Interest,Breed_Color"
3369,jayt327,Shih_Tzu
3370,jb174,"Toy_Poodle,Clothes,Behavior_Play_Outside,Hereditary_Disease,Others,Fierce_Dog"
3371,jbcon,"Others,Outside_Dog"
3372,jbferrell,"Training,Shih_Tzu"
3373,jbibiza,"Train_Care,Skin_Clean_Allergy,Behavior_Play_Outside,Allergy_Food,Training,Gear,Small_Dog,Others,Nutrition"
3374,jcbeck84,Outside_Dog
3375,jchris271,"Mixes_Cross,Mouth,Mouth_Clean,Others,Breed_Color,Fierce_Dog,Food_Brand"
3376,jclark343,"Mixes_Cross,Train_Care,Condolences,Collar,Dog_Challenge,Grooming_Tools,Others,Author_Interest,Food_Brand"
3377,jcmansor,Shih_Tzu
3378,jcornett17,Catahoula
3379,jct6,Shih_Tzu
3380,jdavis917,Small_Dog
3381,jdawg5600,"Hereditary_Disease,Small_Dog"
3382,jdc,Shih_Tzu
3383,jdepew01,"Others,Shih_Tzu"
3384,jdj81,"Dog_Family,Breed_Color"
3385,jdmartin,Toy_Poodle
3386,jeanbenrod,"Others,Small_Dog"
3387,jeans12,"Toy_Poodle,Others"
3388,jeffd34,Catahoula
3389,jeffremps,Shih_Tzu
3390,jeffseele,Catahoula
3391,jefftilt,Breed_Color
3392,jegrix,"Hereditary_Disease,Shih_Tzu,Others"
3393,jekana,Outside_Dog
3394,jemorphis,"Toy_Poodle,Breed_Color"
3395,jengabbard,"Dog_Family,Train_Care,Shih_Tzu,Behavior_Play_Outside,Dog_Racing,Hereditary_Disease,Training,Others"
3396,jenhop,Shih_Tzu
3397,jeninjoybabor01,Small_Dog
3398,jenlyn9483,"Hereditary_Disease,Collar,Shih_Tzu"
3399,jenneses,"Shih_Tzu,Mouth_Clean,Collar,Accident,Hereditary_Disease,Discussion_Question,Others,Food_Brand"
3400,jennifer,Small_Dog
3401,jenniferpeace92,"Mouth,Shih_Tzu,Collar,Hereditary_Disease,Others,Food_Brand"
3402,jennysen456,"Hereditary_Disease,Shih_Tzu,Others"
3403,jensen703,Shih_Tzu
3404,jenuine,"Mixes_Cross,Gear"
3405,jeriesar94,Small_Dog
3406,jermarlamb,Shih_Tzu
3407,jesii63,"Collar,Cancer_Tumor,Small_Dog,Others"
3408,jessa,Shih_Tzu
3409,jessadewole,Shih_Tzu
3410,jessiedog,"Train_Care,Toy_Poodle,Clothes,Other_Animal_Food,Discussion_Question,Parasite_Infection,Others"
3411,jessthemess,Toy_Poodle
3412,jetergr,Shih_Tzu
3413,jetski,Catahoula
3414,jfox1989,Mixes_Cross
3415,jhunter88,"Gear,Small_Dog"
3416,jillandreasantos,Small_Dog
3417,jimboski93,Shih_Tzu
3418,jimfreeman,Outside_Dog
3419,jimporsche86,"Shih_Tzu,Collar,Accident,Discussion_Question,Others,Cancer_Tumor"
3420,jintaNtheia,"Others,Small_Dog"
3421,jj12,"Fierce_Dog,Outside_Dog"
3422,jjfordogs,"Mixes_Cross,Skin_Clean_Allergy,Hereditary_Disease,Meet_Memory,Gear,Others,Food_Brand"
3423,jjiang593,Toy_Poodle
3424,jjj1989,Catahoula
3425,jjsheari,Shih_Tzu
3426,jkanderson2,Shih_Tzu
3427,jkinako,"Skin_Clean_Allergy,Collar,Shih_Tzu,Others"
3428,jle323,"Cancer_Tumor,Clothes,Gear,Outside_Dog"
3429,jlinux,Mixes_Cross
3430,jman001,Outside_Dog
3431,jnealis28,"Hereditary_Disease,Collar,Shih_Tzu,Others"
3432,jodie varley,"Shih_Tzu,Dog_Giving"
3433,joeahearn,"Dog_Family,Toy_Poodle,Accident,Emotion,Dog_Pray"
3434,joemontana16,Shih_Tzu
3435,joeyduda,Shih_Tzu
3436,john84,Outside_Dog
3437,johnbabe,Mixes_Cross
3438,johnclick,"Mixes_Cross,Accident,Behavior_Play_Outside,Bedding,Others,Emotion,Food_Brand"
3439,johndecker,"Condolences,Mouth,Skin_Clean_Allergy,Other_Animal_Food,Discussion_Question,Dog_Film,Others,Fierce_Dog"
3440,johnjenkins419,"Mixes_Cross,Food_Brand"
3441,johnjosephhh,Shih_Tzu
3442,johnnyb60,"Collar,Welcome_New_Partner,Accident,Outside_Dog,Meet_Memory"
3443,johnsonspetservice,"Mixes_Cross,Dog_Family"
3444,johnstess,Outside_Dog
3445,johnw1988,Breed_Color
3446,joiealaina,Shih_Tzu
3447,jojo92,Shih_Tzu
3448,joker9921,Breed_Color
3449,jokeyhaha,Catahoula
3450,jonasparadise2014,"Hereditary_Disease,Outside_Dog"
3451,jondotcom,Toy_Poodle
3452,jonesy23,"Dog_Giving,Bulls"
3453,jonny,Outside_Dog
3454,jonohjay,Toy_Poodle
3455,jonsb08,Shih_Tzu
3456,jooj,Toy_Poodle
3457,jordan864,"Discussion_Question,Bulls"
3458,jordynt6998,Others
3459,jorj3662,Shih_Tzu
3460,joshseoul,Mixes_Cross
3461,josiethedog,"Accident,Others"
3462,jovski,"Mouth,Shih_Tzu,Collar,Hereditary_Disease,Others,Breed_Color,Food_Brand"
3463,joyce,"Excretory_System,Shih_Tzu,Nutrition"
3464,joyce123,"Mixes_Cross,Cancer_Tumor,Collar"
3465,joycem,"Skin_Clean_Allergy,Collar,Small_Dog,Other_Pets"
3466,joyouspetals,"Dog_Family,Toy_Poodle,Skin_Clean_Allergy,Collar,Hereditary_Disease,Others,Dog_Giving,Food_Brand"
3467,jp555attnet,"Other_Pets,Collar,Color,Hereditary_Disease,Others,Breed_Color,Dog_Daily_Life,Food_Brand"
3468,jpalomo52,Shih_Tzu
3469,jparker800,Shih_Tzu
3470,jpcrosby,"Mixes_Cross,Clothes,Collar,Hereditary_Disease,Discussion_Question,Dog_Challenge,Others,Dog_Giving,Dog_Pray,Food_Brand"
3471,jperrine088,Small_Dog
3472,jrcci,Small_Dog
3473,jrlocke,Shih_Tzu
3474,jrome,Small_Dog
3475,jrose,Toy_Poodle
3476,jrskater1999,"Fierce_Dog,Other_Pets,Shih_Tzu,Food_Brand"
3477,jsca,"Dog_Family,Others"
3478,jscacrane,"Mixes_Cross,Training"
3479,jschofield09,"Shih_Tzu,Grooming_Tools,Parasite_Infection,Dog_Giving,Others,Fierce_Dog"
3480,jsdoglover,Catahoula
3481,jsnthms112,Shih_Tzu
3482,juanie,"Mixes_Cross,Others"
3483,jubbilee,Others
3484,jujubee415,Shih_Tzu
3485,julia978,"Others,Small_Dog,Dog_Giving"
3486,juliemule,"Dog_Family,Flying_Disc,Accident,Grooming_Tools,Parasite_Infection,Others,Bulls,Author_Interest,Dog_Giving,Food_Brand"
3487,julietsg,"Mouth,Hereditary_Disease,Others,Bulls,Food_Brand"
3488,jumbolaw,Shih_Tzu
3489,junior670,"Other_Pets,Shih_Tzu,Others"
3490,junz,Shih_Tzu
3491,justarandom,Breed_Color
3492,justcurious,Outside_Dog
3493,justforfun87,Catahoula
3494,justinharrell,Shih_Tzu
3495,justletmelogin,Catahoula
3496,justmary,"Other_Pets,Condolences,Collar,Welcome_New_Partner,Hereditary_Disease,Grooming_Tools,Small_Dog,Others,Food_Brand"
3497,justplainsara,Shih_Tzu
3498,justshelly,Bulls
3499,jvmnns,Shih_Tzu
3500,jw333606,Shih_Tzu
3501,jyoung1337,Shih_Tzu
3502,k00707392,Shih_Tzu
3503,k9capture,"Mouth,Excretory_System,Accident,Hereditary_Disease,Others,Dog_Pray"
3504,k9companion,"Dog_Family,Toy_Poodle,Clothes,Collar,Others,Dog_Pray,Food_Brand"
3505,k9luver,"Fierce_Dog,Others"
3506,kadyfaye,Shih_Tzu
3507,kaetlin,Shih_Tzu
3508,kailey lane,Shih_Tzu
3509,kait18,"Fierce_Dog,Hereditary_Disease,Shih_Tzu,Others"
3510,kaizziak,"Others,Shih_Tzu"
3511,kajochims,Mixes_Cross
3512,kala83,Shih_Tzu
3513,kalstan,Small_Dog
3514,kapik,Small_Dog
3515,karaleigh,"Catahoula,Others,Skin_Clean_Allergy"
3516,karamberescue,"Emotion,Toy_Poodle"
3517,kariann,"Hereditary_Disease,Others,Outside_Dog"
3518,karma0040,Small_Dog
3519,kat44bg,"Mixes_Cross,Meet_Memory,Others,Food_Ingredient,Nutrition"
3520,kate19,Toy_Poodle
3521,kateh8888,"Dog_Family,Mouth,Skin_Clean_Allergy,Allergy_Food,Dog_Film,Meet_Memory,Bulls,Emotion,Cancer_Tumor,Dog_Pray"
3522,kathryn43,"Other_Animal_Food,Collar,Shih_Tzu,Others"
3523,katlikeafox,Outside_Dog
3524,kattsgetputdown,Shih_Tzu
3525,kaxx,"Mixes_Cross,Welcome_New_Partner,Others"
3526,kayceemichele01,"Mixes_Cross,Hereditary_Disease,Grooming_Tools,Gear,Others,Food_Brand"
3527,kayepaye,"Toy_Poodle,Clothes,Skin_Clean_Allergy,Hereditary_Disease,Gear,Others,Dog_Daily_Life"
3528,kaytee,"Train_Care,Shih_Tzu,Hereditary_Disease,Meet_Memory,Others,Dog_Daily_Life"
3529,kbear,"Mixes_Cross,Dog_Film,Condolences,Others"
3530,kbhomes,"Mixes_Cross,Others"
3531,kblover,"Dog_Family,Toy_Poodle,Clothes,Mouth_Clean,Collar,Behavior_Play_Outside,Allergy_Food,Training,Parasite_Infection"
3532,kcallagh4,"Others,Shih_Tzu,Mouth_Clean,Dog_Giving"
3533,kcmolisa,Small_Dog
3534,keatz85,Mixes_Cross
3535,kelliebrook1,Shih_Tzu
3536,kelly528,"Dog_Family,Train_Care,Toy_Poodle,Skin_Clean_Allergy,Collar,Dog_Challenge,Training,Others,Author_Interest,Food_Brand"
3537,kellyskhan,Shih_Tzu
3538,ken347,Shih_Tzu
3539,kenashi003,"Toy_Poodle,Collar,Behavior_Play_Outside,Hereditary_Disease,Others,Digestive_System,Breed_Color,Fierce_Dog"
3540,kenzie12,Outside_Dog
3541,kerryblue,Shih_Tzu
3542,kev139,Small_Dog
3543,kevin39,"Collar,Others"
3544,kevintan03,Shih_Tzu
3545,keviwnd21,Breed_Color
3546,kfeen29,Bulls
3547,kfieldsy23,Shih_Tzu
3548,khaledmayhoub,"Shih_Tzu,Breed_Color"
3549,kharrisjr,Shih_Tzu
3550,khkale,"Mixes_Cross,Skin_Clean_Allergy,Hereditary_Disease,Training,Gear,Digestive_System,Others"
3551,khyland,"Other_Pets,Mixes_Cross,Train_Care,Collar,Hereditary_Disease,Training,Others"
3552,kibblenibble,"Dog_Family,Shih_Tzu"
3553,kibrahim1989,"Hereditary_Disease,Others,Outside_Dog"
3554,kidonike,"Mixes_Cross,Accident,Hereditary_Disease,Others"
3555,kikokiko,"Other_Pets,Shih_Tzu,Collar,Hereditary_Disease,Others,Emotion"
3556,kilaga,"Dog_Family,Accident,Dog_Racing,Bulls,Breed_Color"
3557,killianeric,Shih_Tzu
3558,kiltsrhott,"Catahoula,Others"
3559,kimg,Outside_Dog
3560,kimvohanh,Small_Dog
3561,kingpit,Outside_Dog
3562,kintsgt,Shih_Tzu
3563,kiusy777,Small_Dog
3564,kj21,"Hereditary_Disease,Gear,Shih_Tzu,Others"
3565,kjklimeck,Breed_Color
3566,kjthomp15,Small_Dog
3567,kjw319,"Rare_Guide,Toy_Poodle,Welcome_New_Partner,Others,Cancer_Tumor"
3568,kkal10,Shih_Tzu
3569,kkate7,Shih_Tzu
3570,klow,Shih_Tzu
3571,kmartin,Catahoula
3572,kmeade87,Small_Dog
3573,kmes,"Mixes_Cross,Dog_Family,Mouth_Clean,Dog_Racing,Discussion_Question,Gear,Others,Dog_Pray,Food_Brand"
3574,kmh22743,"Others,Small_Dog"
3575,kmitch,Mixes_Cross
3576,knclark,"Collar,Grooming_Tools,Small_Dog,Other_Pets"
3577,knovit,Shih_Tzu
3578,kntz,Catahoula
3579,knuckl3s,Outside_Dog
3580,knwhitty,Small_Dog
3581,kobeboy,"Skin_Clean_Allergy,Grooming_Tools,Shih_Tzu,Dog_Daily_Life"
3582,koelease,Shih_Tzu
3583,korinastern,"Cancer_Tumor,Train_Care,Behavior_Play_Outside,Breed_Color"
3584,kosmeds,Breed_Color
3585,kossde,"Fierce_Dog,Mixes_Cross,Hereditary_Disease,Others"
3586,kpatterson,"Toy_Poodle,Mouth,Accident,Bedding,Parasite_Infection,Others,Breed_Color"
3587,kprokop2010,Shih_Tzu
3588,krisk,Catahoula
3589,kristinwilkerson2011,"Skin_Clean_Allergy,Other_Pets,Shih_Tzu"
3590,krisxtn,Small_Dog
3591,krixus,"Catahoula,Others,Excretory_System"
3592,krockwell,Outside_Dog
3593,krt37,"Train_Care,Mouth,Bedding,Outside_Dog,Hereditary_Disease,Dog_Challenge,Others,Dog_Giving,Food_Brand"
3594,kscheer,"Breed_Color,Hereditary_Disease,Small_Dog,Other_Pets"
3595,ksteinman1,Shih_Tzu
3596,kuna,"Catahoula,Gear,Others"
3597,kundian,Toy_Poodle
3598,kyhawk,Outside_Dog
3599,kymt,Shih_Tzu
3600,kzackery,Shih_Tzu
3601,l33,Outside_Dog
3602,labby,"Skin_Clean_Allergy,Parasite_Infection,Others,Food_Brand"
3603,labtemp,"Accident,Breed_Color"
3604,laceyj19,"Dog_Family,Toy_Poodle,Accident,Color,Grooming_Tools,Others,Author_Interest,Emotion,Food_Brand"
3605,laceysmom,"Skin_Clean_Allergy,Others,Outside_Dog"
3606,lady72,"Mixes_Cross,Others"
3607,ladybugmommy2010,Shih_Tzu
3608,ladyrainicorn,Small_Dog
3609,lahorsewhisperer,Outside_Dog
3610,lainamaina,Others
3611,landksmom,"Collar,Shih_Tzu"
3612,landswithrow,Outside_Dog
3613,larrieuxa,Toy_Poodle
3614,larryandboonesmom,Shih_Tzu
3615,larrybirdfor3,"Others,Accident,Shih_Tzu"
3616,larwood91,Mixes_Cross
3617,lastsong,"Toy_Poodle,Allergy_Food,Author_Interest,Others,Fierce_Dog,Nutrition"
3618,lau,"Others,Collar,Toy_Poodle,Allergy_Food"
3619,laura,Small_Dog
3620,laura3173,"Food_Brand,Collar,Shih_Tzu,Nutrition"
3621,laurab1271,"Shih_Tzu,Bedding,Color,Hereditary_Disease,Dog_Film,Others,Food_Ingredient"
3622,laurah,"Collar,Outside_Dog,Others,Hair_Combing,Nutrition"
3623,laurajack,Toy_Poodle
3624,lauraloader,Shih_Tzu
3625,laurameghan,Others
3626,laurenandboss,"Dog_Film,Meet_Memory,Outside_Dog"
3627,laurenxo,Outside_Dog
3628,lauriecastillo,Breed_Color
3629,lauriesmiles,"Collar,Toy_Poodle,Meet_Memory,Others"
3630,lavajeep,"Dog_Family,Outside_Dog,Discussion_Question,Others,Dog_Giving,Food_Brand"
3631,lazzara8478,"Cancer_Tumor,Meet_Memory,Shih_Tzu,Breed_Color"
3632,lbaginski,Small_Dog
3633,ldgural,Small_Dog
3634,lealea1,Shih_Tzu
3635,leashedForLife,"Dog_Family,Collar,Accident,Behavior_Play_Outside,Allergy_Food,Dog_Challenge,Grooming_Tools,Others,Dog_Giving,Breed_Color"
3636,leaveittoweaver,"Toy_Poodle,Mouth,Condolences,Mouth_Clean,Collar,Behavior_Play_Outside,Others,Emotion,Food_Ingredient,Nutrition"
3637,leej1992,"Toy_Poodle,Others,Breed_Color"
3638,leekamwei39,Outside_Dog
3639,legendofbo,"Others,Shih_Tzu"
3640,lej2460,"Others,Train_Care,Small_Dog"
3641,lenaro,"Toy_Poodle,Others"
3642,lene1949,"Excretory_System,Collar,Behavior_Play_Outside,Accident,Outside_Dog,Hereditary_Disease,Others,Hair_Combing,Dog_Daily_Life"
3643,leopoldthedog,"Behavior_Play_Outside,Shih_Tzu"
3644,levenshugh,"Gear,Others,Breed_Color"
3645,lewis123,"Shih_Tzu,Collar,Color,Dog_Challenge,Others"
3646,lewisphipps,Small_Dog
3647,lexi43,"Cancer_Tumor,Meet_Memory,Shih_Tzu"
3648,lexic,"Catahoula,Other_Pets,Collar,Hereditary_Disease,Others,Food_Ingredient"
3649,lexielovesweims,"Dog_Family,Toy_Poodle,Accident,Meet_Memory,Others,Parasite_Infection,Food_Brand"
3650,lhasaluvers,Outside_Dog
3651,libbey15,Outside_Dog
3652,lifewithnewdog,"Train_Care,Behavior_Play_Outside,Allergy_Food,Hereditary_Disease,Grooming_Tools,Small_Dog,Others,Dog_Daily_Life"
3653,lilacgirl35,Small_Dog
3654,lilb,Small_Dog
3655,lilbit1,"Cancer_Tumor,Behavior_Play_Outside,Others"
3656,liljodo,"Hereditary_Disease,Small_Dog"
3657,lilkitkat,"Shih_Tzu,Collar,Hereditary_Disease,Others,Food_Ingredient"
3658,lillahimed,Small_Dog
3659,lilyoftheincas05,"Allergy_Food,Dog_Racing,Shih_Tzu"
3660,lilypaddy,"Shih_Tzu,Food_Brand"
3661,linda2147,"Collar,Behavior_Play_Outside,Allergy_Food,Outside_Dog,Others,Dog_Daily_Life"
3662,lindsaybeth7,Small_Dog
3663,linkbox,Catahoula
3664,linzard 2,Catahoula
3665,linzydd,"Other_Pets,Train_Care,Condolences,Shih_Tzu,Hereditary_Disease,Grooming_Tools,Gear,Others,Food_Brand"
3666,lisaonline,Small_Dog
3667,littlepops,"Toy_Poodle,Accident,Hereditary_Disease,Others,Hair_Combing"
3668,livi12,"Dog_Family,Toy_Poodle,Skin_Clean_Allergy,Collar,Training"
3669,lizt93,Outside_Dog
3670,lizzfizz22016,"Hereditary_Disease,Discussion_Question,Toy_Poodle,Others"
3671,lj7471,"Others,Mouth,Shih_Tzu,Bedding"
3672,lllleslieeee,Outside_Dog
3673,lml22k,Shih_Tzu
3674,lobos82,"Mouth,Shih_Tzu,Skin_Clean_Allergy,Gear,Others,Food_Brand"
3675,loenchen,Catahoula
3676,lola2012,"Dog_Film,Dog_Daily_Life,Outside_Dog"
3677,longshlong,"Rare_Guide,Toy_Poodle,Others,Breed_Color"
3678,loobans,Outside_Dog
3679,loosie,"Collar,Others,Dog_Family,Breed_Color"
3680,lor1,Outside_Dog
3681,lordheavyc,Shih_Tzu
3682,lorenzo,"Others,Allergy_Food,Bulls"
3683,lorer7,Shih_Tzu
3684,losthope236,"Toy_Poodle,Clothes,Accident,Dog_Tracking,Grooming_Tools,Others,Cancer_Tumor,Dog_Daily_Life,Food_Brand"
3685,lostpuppy,Shih_Tzu
3686,lostsoul62,"Toy_Poodle,Gear"
3687,lotlot,"Toy_Poodle,Condolences,Flying_Disc,Collar,Color,Hereditary_Disease,Others,Dog_Giving,Food_Brand"
3688,lotomic,Shih_Tzu
3689,loubabyblue,Shih_Tzu
3690,louiseg90,"Catahoula,Accident,Dog_Film,Digestive_System,Cancer_Tumor"
3691,lovefamily,"Others,Small_Dog"
3692,lovelymisscady,Breed_Color
3693,lovelymutt,"Catahoula,Accident,Other_Animal_Food,Hereditary_Disease,Meet_Memory,Breed_Color"
3694,lovemyJack,"Mixes_Cross,Hereditary_Disease"
3695,lovemydogsalways,"Other_Animal_Food,Meet_Memory,Others,Gear,Small_Dog"
3696,lovemygoose,Small_Dog
3697,lovenoel,"Toy_Poodle,Mouth,Hereditary_Disease,Others,Breed_Color,Dog_Tracking"
3698,lsongs,Outside_Dog
3699,ltcompton,Shih_Tzu
3700,lucienne,"Small_Dog,Breed_Color"
3701,lucklein,"Mixes_Cross,Dog_Family,Mouth_Clean,Collar,Dog_Racing,Meet_Memory,Parasite_Infection,Dog_Giving,Dog_Pray,Food_Brand"
3702,lucky2008,Shih_Tzu
3703,lucky24223,Shih_Tzu
3704,luckydogonline,"Catahoula,Other_Pets,Dog_Film"
3705,luckydogsmom,"Cancer_Tumor,Meet_Memory,Others,Outside_Dog"
3706,luckypuppy,"Hereditary_Disease,Gear,Shih_Tzu"
3707,lucy01,Catahoula
3708,luiceur,"Dog_Family,Outside_Dog"
3709,lumberjack,"Toy_Poodle,Others,Food_Brand"
3710,lunaria,Shih_Tzu
3711,luvdanes,"Dog_Family,Dog_Film,Meet_Memory,Others,Small_Dog"
3712,luvdogluv,Small_Dog
3713,luvmipets,"Mixes_Cross,Excretory_System,Accident,Behavior_Play_Outside,Hereditary_Disease,Others"
3714,luvmydog,"Others,Dog_Film,Small_Dog"
3715,luvreb,Outside_Dog
3716,lwn0324,Outside_Dog
3717,lylai8,Outside_Dog
3718,lylien,Shih_Tzu
3719,lynsey,"Toy_Poodle,Condolences,Collar,Behavior_Play_Outside,Allergy_Food,Hereditary_Disease,Others,Emotion"
3720,lyrklaunavan,Catahoula
3721,mac5eddy6,"Accident,Outside_Dog"
3722,machenot,"Others,Small_Dog,Bedding"
3723,madsnake,"Collar,Shih_Tzu,Dog_Daily_Life,Others"
